TARGETID,Fvar_percent,N,Time_span_days
39633286955275463,3.3392242724417804,1370,2771.6802545999963
39627790617676767,3.0534329897250068,60,2005.6673843000024
39633208031053468,3.5669752716067737,672,2634.0503702999995
39627899724106995,4.050409564046057,486,2680.8368749999936
39633304055451224,0.0,681,2600.011574099997
39627949971870015,0.0,191,2604.0088424999994
